run_id,variant,fault_id,fault_family,study_scope,ablation_block,hypothesis_id,interpretation_note,faithfulness_label,intensity_level,duration_level,pending_level,train_mode,repeat_idx,seed_idx,run_seed,loadgen_seed,tp,fp,fn,tn,tpr,fpr,precision,recall,f1,mean_lead_time_s,median_lead_time_s,num_scored_alarms,pending_window_s,alarm_fp_fraction,paper_af,paper_at,paper_ntn,paper_nfp,normal_window_ticks,num_alarms_before_fault_on,prediction_target_eval,alarm_time_filter,post_bootstrap_ts,fault_on_ts,slo_proxy_ts,anomaly_quantile_level,som_smooth_k,anomaly_streak,anomaly_quantile,som_kfold,som_rows,som_cols,som_lr,som_sigma,poll_sec,bootstrap_target,expected_bootstrap_vectors,effective_bootstrap_vectors,required_bootstrap_vectors,bootstrap_vectors_ok,coverage_ok,observability_limited,top_feature,top_effect_size,degenerate_features,normal_variance_score,matching_mode,som_model_present,som_metrics_error,som_dim,som_training_steps,som_threshold_saved,som_init_trials,som_selected_fold,som_selected_init,som_validation_accuracy,som_normalization_mode,som_online_clip_mode,som_scale_mean,som_scale_std,som_scale_min,som_scale_max,som_weight_mean,som_weight_std,som_weight_frobenius,som_unit_weight_l2_mean,som_unit_weight_l2_std,som_neighbor_dist_h_mean,som_neighbor_dist_v_mean,som_umatrix_mean,som_quantization_mean_bmu_dist,som_quantization_n_samples
20260329T052721Z-screen_smooth_streak-cpu_hog_like-ibase-dbase-wbase-s01-r05,screen_smooth_streak,cpu_hog_like,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,5,1,895635470,895635470,1,113,0,1,1.0,0.9912280701754386,0.008771929824561403,1.0,0.017391304347826087,52.489007234573364,52.489007234573364,114,90.0,0.9912280701754386,1.0,1.0,0,113,3,114,injection_onset,before_any_future_fault_start,1774771307.649132,1774771311.2344298,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,239829365.3364882,"disk_fill_mb,open_fds_sim,retry_rate",15212392.892371608,one_to_one,True,,9,1550,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,46.53783177463984,46.56361939613694,6319.936318705138,194.81299723822596,32.45550870092424,3.8480477877571526,4.935394974332434,4.3917213810447935,16416.461679507705,118
20260329T052721Z-screen_smooth_streak-cpu_hog_like-ibase-dbase-wbase-s01-r06,screen_smooth_streak,cpu_hog_like,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,6,1,2196864814,2196864814,0,120,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,120,90.0,1.0,1.0,0.0,0,120,3,120,injection_onset,before_any_future_fault_start,1774771561.373146,1774771565.077394,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,235374310.49347937,"disk_fill_mb,open_fds_sim,retry_rate",14521675.91488114,one_to_one,True,,9,1625,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,46.383036347123316,45.703807615277,6251.232296558726,193.72646138422823,25.14110143491034,3.6384454083540807,4.408697623446746,4.023571515900413,15528.123764628699,125
20260329T052721Z-screen_smooth_streak-cpu_hog_like-ibase-dbase-wbase-s01-r07,screen_smooth_streak,cpu_hog_like,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,7,1,3596059528,3596059528,0,126,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,126,90.0,1.0,1.0,0.0,0,126,3,126,injection_onset,before_any_future_fault_start,1774771814.0878668,1774771817.817472,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,225975771.7580437,"disk_fill_mb,open_fds_sim,retry_rate",14273309.331749905,one_to_one,True,,9,1698,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,46.3729027302058,45.49142387546773,6236.244349559553,193.60403499705245,22.287202997314914,3.5173038333423214,4.265268283945266,3.891286058643794,14943.17416324478,130
20260329T052721Z-screen_smooth_streak-cpu_hog_like-ibase-dbase-wbase-s01-r08,screen_smooth_streak,cpu_hog_like,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,8,1,3089659312,3089659312,0,133,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,133,90.0,1.0,1.0,0.0,0,133,3,133,injection_onset,before_any_future_fault_start,1774772067.518634,1774772070.995148,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,218077055.4458874,"disk_fill_mb,open_fds_sim,retry_rate",13804527.156717155,one_to_one,True,,9,1772,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,47.06568370029071,45.66341888898164,6295.379906338292,195.77510767161806,19.366075426479576,3.4592732578269842,3.767148806850819,3.6132110323389015,14200.333517656542,137
20260329T052721Z-screen_smooth_streak-cpu_hog_like-ibase-dbase-wbase-s01-r09,screen_smooth_streak,cpu_hog_like,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,9,1,1019542261,1019542261,1,139,0,1,1.0,0.9928571428571429,0.007142857142857143,1.0,0.014184397163120567,5.1405041217803955,5.1405041217803955,140,90.0,0.9928571428571429,1.0,1.0,0,139,3,140,injection_onset,before_any_future_fault_start,1774772322.836077,1774772326.133228,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,210665397.3333333,"disk_fill_mb,open_fds_sim,retry_rate",13378079.75040917,one_to_one,True,,9,1846,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,47.6591725518291,46.210659898448284,6372.85413779069,198.28199059882746,18.591625892917467,3.868574345306059,4.129749906134417,3.999162125720238,13518.84368332791,144
20260329T052721Z-screen_smooth_streak-cpu_hog_like-ibase-dbase-wbase-s01-r10,screen_smooth_streak,cpu_hog_like,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,10,1,2878846273,2878846273,1,146,0,1,1.0,0.9931972789115646,0.006802721088435374,1.0,0.013513513513513513,86.97826313972473,86.97826313972473,147,90.0,0.9931972789115646,1.0,1.0,0,146,2,147,injection_onset,before_any_future_fault_start,1774772576.773528,1774772579.608256,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,203712519.13630992,"disk_fill_mb,open_fds_sim,retry_rate",12989233.406185098,one_to_one,True,,9,1921,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,47.6509824375855,45.99604205403249,6357.963395750389,197.99536896156897,16.556025395692895,3.709040330895982,3.8879663109230296,3.7985033209095054,12897.774124306827,151
20260329T052721Z-screen_smooth_streak-mem_leak-ibase-dbase-wbase-s01-r01,screen_smooth_streak,mem_leak,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,1,1,3186861678,3186861678,1,39,0,1,1.0,0.975,0.025,1.0,0.04878048780487806,87.84164381027222,87.84164381027222,40,90.0,0.975,1.0,1.0,0,39,2,40,injection_onset,before_any_future_fault_start,1774767780.013543,1774767782.232812,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,85795187.35802466,"disk_fill_mb,leak_mb,open_fds_sim,retry_rate",434693.2903496451,one_to_one,True,,9,513,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,48.72789536261748,56.640346796528334,7172.771986226677,210.72432882018302,76.40737718698473,6.65648319338378,8.408637936816469,7.532560565100123,5102.226383964246,43
20260329T052721Z-screen_smooth_streak-mem_leak-ibase-dbase-wbase-s01-r02,screen_smooth_streak,mem_leak,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,2,1,302723809,302723809,0,44,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44,90.0,1.0,1.0,0.0,0,44,2,44,injection_onset,before_any_future_fault_start,1774768032.534708,1774768034.985811,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,106823551.05185182,"disk_fill_mb,open_fds_sim,retry_rate",14714925.322763367,one_to_one,True,,9,586,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,48.692943045441154,56.583190719871844,7166.424224667194,210.48462114644616,76.48637676768804,6.257222429161152,7.599786406900507,6.928504418030829,9222.508619520408,48
20260329T052721Z-screen_smooth_streak-mem_leak-ibase-dbase-wbase-s01-r03,screen_smooth_streak,mem_leak,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,3,1,1238417520,1238417520,0,49,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49,90.0,1.0,1.0,0.0,0,49,2,49,injection_onset,before_any_future_fault_start,1774768282.338602,1774768285.018039,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,150543966.99627855,"disk_fill_mb,open_fds_sim,retry_rate",14334497.730784206,one_to_one,True,,9,659,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,48.26758819697622,56.3401244335863,7122.1193950450925,208.92506709941517,76.7205550123867,5.937551610300959,7.383853778161958,6.660702694231458,11781.992455881867,52
20260329T052721Z-screen_smooth_streak-mem_leak-ibase-dbase-wbase-s01-r04,screen_smooth_streak,mem_leak,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,4,1,2862810076,2862810076,0,53,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53,90.0,1.0,1.0,0.0,0,53,2,53,injection_onset,before_any_future_fault_start,1774768532.938623,1774768535.846453,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,161259465.8201058,"disk_fill_mb,open_fds_sim,retry_rate",18823292.396190863,one_to_one,True,,9,732,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,48.313796635119466,56.458966920352374,7133.67072435902,209.49076138873863,76.22441808164027,5.702915852961724,7.3541023729539825,6.528509112957854,14609.891937903709,57
20260329T052721Z-screen_smooth_streak-mem_leak-ibase-dbase-wbase-s01-r05,screen_smooth_streak,mem_leak,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,5,1,3503934556,3503934556,0,58,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,58,90.0,1.0,1.0,0.0,0,58,2,58,injection_onset,before_any_future_fault_start,1774768786.132086,1774768788.8448079,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,194864936.37917638,"disk_fill_mb,open_fds_sim,retry_rate",18448041.557538256,one_to_one,True,,9,806,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,47.89631539829848,54.98923712934864,7000.679943879036,206.23400695587367,72.99584532104436,5.439651871856944,6.896874062535777,6.168262967196361,16490.557914876423,61
20260329T052721Z-screen_smooth_streak-mem_leak-ibase-dbase-wbase-s01-r06,screen_smooth_streak,mem_leak,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,6,1,4012805712,4012805712,1,62,0,1,1.0,0.9841269841269841,0.015873015873015872,1.0,0.03125,87.2701051235199,87.2701051235199,63,90.0,0.9841269841269841,1.0,1.0,0,62,2,63,injection_onset,before_any_future_fault_start,1774769040.444624,1774769042.603216,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,226143349.8412698,"disk_fill_mb,open_fds_sim,retry_rate",17707897.230663795,one_to_one,True,,9,881,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,47.89346218583971,54.660285701543835,6976.717392697071,205.84713886134935,71.8382238135386,5.300717452075116,6.819636586220692,6.060177019147904,17917.993497661475,66
20260329T052721Z-screen_smooth_streak-mem_leak-ibase-dbase-wbase-s01-r07,screen_smooth_streak,mem_leak,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,7,1,1666594235,1666594235,0,67,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,67,90.0,1.0,1.0,0.0,0,67,2,67,injection_onset,before_any_future_fault_start,1774769290.800999,1774769292.908271,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,251491775.5259259,"disk_fill_mb,open_fds_sim,retry_rate",17373280.378366694,one_to_one,True,,9,955,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,47.64821590563891,54.345394925904024,6938.465618158854,204.76790657286608,71.30269486878932,5.380551527709715,6.902257927505237,6.141404727607475,19418.291874346934,70
20260329T052721Z-screen_smooth_streak-mem_leak-ibase-dbase-wbase-s01-r08,screen_smooth_streak,mem_leak,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,8,1,2016104180,2016104180,0,71,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71,90.0,1.0,1.0,0.0,0,71,2,71,injection_onset,before_any_future_fault_start,1774769541.248446,1774769543.528163,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,273208882.32478625,"disk_fill_mb,open_fds_sim,retry_rate",17063645.36999614,one_to_one,True,,9,1029,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,47.858619593258204,54.359181389980364,6952.791679615696,205.3397307401113,71.02047322024455,5.2884869006614545,6.667846618449536,5.978166759555496,20711.95807314404,74
20260329T052721Z-screen_smooth_streak-mem_leak-ibase-dbase-wbase-s01-r09,screen_smooth_streak,mem_leak,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,9,1,409681160,409681160,1,75,0,1,1.0,0.9868421052631579,0.013157894736842105,1.0,0.025974025974025976,81.79409456253052,81.79409456253052,76,90.0,0.9868421052631579,1.0,1.0,0,75,3,76,injection_onset,before_any_future_fault_start,1774769792.18225,1774769795.1967318,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,274918317.6091954,"disk_fill_mb,open_fds_sim,retry_rate",19462673.890452396,one_to_one,True,,9,1103,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,48.859578952774974,55.76244869778778,7117.420279583706,210.8313335847787,70.85570577452853,7.286426330626028,8.681688176105089,7.98405725336556,21951.00233133612,80
20260329T052721Z-screen_smooth_streak-mem_leak-ibase-dbase-wbase-s01-r10,screen_smooth_streak,mem_leak,paper_aligned,extended,decision,H-smooth-streak,"Balanced smooth/streak, stricter quantile, 20s alarm log dedupe vs old aggressive 1/1.",extended-beyond-paper,base,base,base,warm_start,10,1,3258754250,3258754250,1,81,0,1,1.0,0.9878048780487805,0.012195121951219513,1.0,0.024096385542168676,85.96528649330139,85.96528649330139,82,90.0,0.9878048780487805,1.0,1.0,0,81,3,82,injection_onset,before_any_future_fault_start,1774770044.8874712,1774770048.0709069,,base,3,2,0.88,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,294968598.5312624,"disk_fill_mb,open_fds_sim,retry_rate",18881081.57862524,one_to_one,True,,9,1178,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,48.373045164214425,54.64047439528967,7005.719918793699,208.05478300673434,68.13959005918363,6.8769644894481665,8.212977440517326,7.544970964982746,22738.35844235398,85
20260329T052721Z-screen_threshold-cpu_hog_like-ibase-dbase-wbase-s01-r01,screen_threshold,cpu_hog_like,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,1,1,2398997715,2398997715,1,591,0,1,1.0,0.9983108108108109,0.0016891891891891893,1.0,0.003372681281618887,19.9856014251709,19.9856014251709,592,90.0,0.9983108108108109,1.0,1.0,0,591,2,592,injection_onset,before_any_future_fault_start,1774775352.0081332,1774775354.797354,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,501494915.19337976,"disk_fill_mb,open_fds_sim,retry_rate",20329356.850303818,one_to_one,True,,9,2746,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,130.0153175594712,1248.291128471667,120484.19655051109,917.5870118112243,3651.6087678920053,225.96427767425783,240.85212181753417,233.408199745896,19746.251128335138,627
20260329T052721Z-screen_threshold-cpu_hog_like-ibase-dbase-wbase-s01-r02,screen_threshold,cpu_hog_like,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,2,1,2789547477,2789547477,1,642,0,1,1.0,0.9984447900466563,0.0015552099533437014,1.0,0.003105590062111801,83.79553270339966,83.79553270339966,643,90.0,0.9984447900466563,1.0,1.0,0,642,2,643,injection_onset,before_any_future_fault_start,1774775601.011321,1774775603.4477062,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,472588618.63322306,"disk_fill_mb,open_fds_sim,retry_rate",19410022.77079968,one_to_one,True,,9,2820,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,128.9576297322825,1238.095179450209,119500.13304353772,907.4105978912615,3622.4568595955343,226.0542568442197,236.67269950593854,231.3634781750791,18197.17604611936,681
20260329T052721Z-screen_threshold-cpu_hog_like-ibase-dbase-wbase-s01-r03,screen_threshold,cpu_hog_like,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,3,1,2530685972,2530685972,0,692,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,692,90.0,1.0,1.0,0.0,0,692,3,692,injection_onset,before_any_future_fault_start,1774775850.7344651,1774775854.131228,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,453059565.08076185,"disk_fill_mb,open_fds_sim,retry_rate",18719234.996572148,one_to_one,True,,9,2894,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,127.01180684605418,1225.1605950862624,118245.75615964063,891.4174395196897,3586.0464712540997,225.77948696212854,230.2423289719625,228.0109079670455,17114.52884455142,725
20260329T052721Z-screen_threshold-cpu_hog_like-ibase-dbase-wbase-s01-r04,screen_threshold,cpu_hog_like,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,4,1,2954405715,2954405715,1,740,0,1,1.0,0.9986504723346828,0.001349527665317139,1.0,0.0026954177897574125,83.5357096195221,83.5357096195221,741,90.0,0.9986504723346828,1.0,1.0,0,740,4,741,injection_onset,before_any_future_fault_start,1774776102.800902,1774776107.0841742,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,431174330.47192645,"disk_fill_mb,open_fds_sim,retry_rate",17990104.09301953,one_to_one,True,,9,2968,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,121.54271828047129,1182.6530072620849,114132.68645508781,842.7260536092695,3465.657183009548,224.64345159369418,217.6654386197461,221.15444510672015,16001.299060667354,777
20260329T052721Z-screen_threshold-cpu_hog_like-ibase-dbase-wbase-s01-r05,screen_threshold,cpu_hog_like,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,5,1,1110754030,1110754030,0,789,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,789,90.0,1.0,1.0,0.0,0,789,3,789,injection_onset,before_any_future_fault_start,1774776359.0302,1774776362.2755682,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,410786499.489828,"disk_fill_mb,open_fds_sim,retry_rate",17406990.48757424,one_to_one,True,,9,3041,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,121.24415124207404,1181.6427727980033,114033.2833622543,840.3647507204707,3463.0340983293836,224.36494364804122,217.22305807314518,220.7940008605932,15059.23991615815,826
20260329T052721Z-screen_threshold-cpu_hog_like-ibase-dbase-wbase-s01-r06,screen_threshold,cpu_hog_like,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,6,1,2985336247,2985336247,0,835,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,835,90.0,1.0,1.0,0.0,0,835,3,835,injection_onset,before_any_future_fault_start,1774776615.829974,1774776619.532901,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,391915639.445788,"disk_fill_mb,open_fds_sim,retry_rate",16915807.765581362,one_to_one,True,,9,3117,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,119.67261817717333,1169.1509142947345,112824.93256794286,827.0885909158296,3427.3959541049826,221.1045346983774,216.62534022469094,218.86493746153417,14276.587101762349,873
20260329T052721Z-screen_threshold-cpu_hog_like-ibase-dbase-wbase-s01-r07,screen_threshold,cpu_hog_like,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,7,1,517219105,517219105,0,882,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,882,90.0,1.0,1.0,0.0,0,882,2,882,injection_onset,before_any_future_fault_start,1774776869.26826,1774776871.957528,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,376082325.8888911,"disk_fill_mb,open_fds_sim,retry_rate",16502612.58611757,one_to_one,True,,9,3190,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,119.21376584153167,1168.0483930028001,112715.16007556925,823.5369873282145,3424.722990807469,220.17437483220954,216.59168609596748,218.3830304640885,13619.751898397297,916
20260329T052721Z-screen_threshold-cpu_hog_like-ibase-dbase-wbase-s01-r08,screen_threshold,cpu_hog_like,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,8,1,530922506,530922506,1,948,0,1,1.0,0.9989462592202318,0.001053740779768177,1.0,0.002105263157894737,84.46423172950745,84.46423172950745,949,90.0,0.9989462592202318,1.0,1.0,0,948,2,949,injection_onset,before_any_future_fault_start,1774777122.265554,1774777125.0540679,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,361796769.0348153,"disk_fill_mb,open_fds_sim,retry_rate",15673360.899477277,one_to_one,True,,9,3265,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,115.16978112470548,1132.0787251044533,109240.50526074429,787.1859322134529,3321.766875172183,220.4765191009596,202.9967191472338,211.73661912409668,12653.500636022394,988
20260329T052721Z-screen_threshold-cpu_hog_like-ibase-dbase-wbase-s01-r09,screen_threshold,cpu_hog_like,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,9,1,3423753251,3423753251,1,1002,0,1,1.0,0.9990029910269193,0.0009970089730807576,1.0,0.0019920318725099597,84.38226771354675,84.38226771354675,1003,90.0,0.9990029910269193,1.0,1.0,0,1002,4,1003,injection_onset,before_any_future_fault_start,1774777374.432398,1774777378.787116,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,347490376.29444784,"disk_fill_mb,open_fds_sim,retry_rate",15219181.755403936,one_to_one,True,,9,3338,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,114.8171224712893,1129.4061426951237,108981.82858436959,783.8756474809333,3314.2434778116303,220.03291367046126,202.22943939920884,211.13117653483508,12021.647163424275,1041
20260329T052721Z-screen_threshold-cpu_hog_like-ibase-dbase-wbase-s01-r10,screen_threshold,cpu_hog_like,paper_aligned,extended,decision,H-quantile,Stricter quantile vs anchor.,extended-beyond-paper,base,base,base,warm_start,10,1,3444916520,3444916520,1,1052,0,1,1.0,0.9990503323836657,0.000949667616334283,1.0,0.0018975332068311196,86.5875723361969,86.5875723361969,1053,90.0,0.9990503323836657,1.0,1.0,0,1052,3,1053,injection_onset,before_any_future_fault_start,1774777631.035192,1774777634.146035,,base,5,3,0.95,3,32,32,0.7,4.0,1.0,80,120,120,80,True,True,False,proc_mem_bytes,332117829.23412347,"disk_fill_mb,open_fds_sim,retry_rate",14858221.614235818,one_to_one,True,,9,3413,7.455293313335831,3,2,2,0.8846153846153846,train_max_100,none,9173222.615839027,25945781.9302125,0.07674999999999996,82558976.0,113.48900703728594,1120.0349152667673,108073.9145950568,772.8251412965515,3287.698738661202,219.56289097502057,199.34756754607577,209.45522926054818,11460.232422777768,1093
